Maximum,192.2,@,No.1176,,,,,
Minimum,-0.2,@,No.2388,,,,,
Average,54.46,,,,,,,
Data Quantity,2405,,,,,,,
Number of NG,0,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date
1115,65,gf,4.095,mm,OK,--,8:58:08 AM,1/10/2026
1116,65,gf,4.1,mm,OK,--,8:58:08 AM,1/10/2026
1117,65,gf,4.11,mm,OK,--,8:58:08 AM,1/10/2026
1118,65.1,gf,4.115,mm,OK,--,8:58:08 AM,1/10/2026
1119,65.2,gf,4.12,mm,OK,--,8:58:08 AM,1/10/2026
1120,65.3,gf,4.12,mm,OK,--,8:58:08 AM,1/10/2026
1121,65.4,gf,4.125,mm,OK,--,8:58:08 AM,1/10/2026
1122,65.5,gf,4.13,mm,OK,--,8:58:09 AM,1/10/2026
1123,65.6,gf,4.135,mm,OK,--,8:58:09 AM,1/10/2026
1124,66.6,gf,4.14,mm,OK,--,8:58:09 AM,1/10/2026
1125,68,gf,4.145,mm,OK,--,8:58:09 AM,1/10/2026
1126,70,gf,4.145,mm,OK,--,8:58:09 AM,1/10/2026
1127,73.1,gf,4.15,mm,OK,--,8:58:09 AM,1/10/2026
1128,77,gf,4.16,mm,OK,--,8:58:09 AM,1/10/2026
1129,80.2,gf,4.16,mm,OK,--,8:58:09 AM,1/10/2026
1130,82.5,gf,4.165,mm,OK,--,8:58:09 AM,1/10/2026
1131,84.5,gf,4.17,mm,OK,--,8:58:09 AM,1/10/2026
1132,87.3,gf,4.175,mm,OK,--,8:58:10 AM,1/10/2026
1133,90.1,gf,4.175,mm,OK,--,8:58:10 AM,1/10/2026
1134,92.7,gf,4.18,mm,OK,--,8:58:10 AM,1/10/2026
1135,94.9,gf,4.185,mm,OK,--,8:58:10 AM,1/10/2026
1136,97.6,gf,4.185,mm,OK,--,8:58:10 AM,1/10/2026
1137,100.1,gf,4.19,mm,OK,--,8:58:10 AM,1/10/2026
1138,102.8,gf,4.195,mm,OK,--,8:58:10 AM,1/10/2026
1139,105.2,gf,4.195,mm,OK,--,8:58:10 AM,1/10/2026
1140,107.2,gf,4.2,mm,OK,--,8:58:10 AM,1/10/2026
1141,109.3,gf,4.2,mm,OK,--,8:58:10 AM,1/10/2026
1142,112.1,gf,4.205,mm,OK,--,8:58:11 AM,1/10/2026
1143,115.1,gf,4.205,mm,OK,--,8:58:11 AM,1/10/2026
1144,118.2,gf,4.21,mm,OK,--,8:58:11 AM,1/10/2026
1145,121.2,gf,4.215,mm,OK,--,8:58:11 AM,1/10/2026
1146,123.8,gf,4.215,mm,OK,--,8:58:11 AM,1/10/2026
1147,126.4,gf,4.22,mm,OK,--,8:58:11 AM,1/10/2026
1148,129,gf,4.22,mm,OK,--,8:58:11 AM,1/10/2026
1149,131.7,gf,4.225,mm,OK,--,8:58:11 AM,1/10/2026
1150,134.8,gf,4.23,mm,OK,--,8:58:11 AM,1/10/2026
1151,138.1,gf,4.23,mm,OK,--,8:58:11 AM,1/10/2026
1152,141.9,gf,4.235,mm,OK,--,8:58:12 AM,1/10/2026
1153,145.6,gf,4.24,mm,OK,--,8:58:12 AM,1/10/2026
1154,149.2,gf,4.245,mm,OK,--,8:58:12 AM,1/10/2026
1155,152.7,gf,4.245,mm,OK,--,8:58:12 AM,1/10/2026
1156,155.9,gf,4.25,mm,OK,--,8:58:12 AM,1/10/2026
1157,159.4,gf,4.255,mm,OK,--,8:58:12 AM,1/10/2026
1158,162.4,gf,4.255,mm,OK,--,8:58:12 AM,1/10/2026
1159,165.6,gf,4.26,mm,OK,--,8:58:12 AM,1/10/2026
1160,168.8,gf,4.26,mm,OK,--,8:58:12 AM,1/10/2026
1161,171.7,gf,4.265,mm,OK,--,8:58:12 AM,1/10/2026
1162,174.2,gf,4.27,mm,OK,--,8:58:13 AM,1/10/2026
1163,176.5,gf,4.27,mm,OK,--,8:58:13 AM,1/10/2026
1164,178.6,gf,4.275,mm,OK,--,8:58:13 AM,1/10/2026
1165,180.4,gf,4.275,mm,OK,--,8:58:13 AM,1/10/2026
1166,182.2,gf,4.275,mm,OK,--,8:58:13 AM,1/10/2026
1167,184,gf,4.28,mm,OK,--,8:58:13 AM,1/10/2026
1168,185.3,gf,4.28,mm,OK,--,8:58:13 AM,1/10/2026
1169,186.6,gf,4.28,mm,OK,--,8:58:13 AM,1/10/2026
1170,187.6,gf,4.285,mm,OK,--,8:58:13 AM,1/10/2026
1171,188.3,gf,4.285,mm,OK,--,8:58:13 AM,1/10/2026
1172,189.1,gf,4.285,mm,OK,--,8:58:14 AM,1/10/2026
1173,189.9,gf,4.285,mm,OK,--,8:58:14 AM,1/10/2026
1174,190.9,gf,4.285,mm,OK,--,8:58:14 AM,1/10/2026
1175,191.7,gf,4.285,mm,OK,--,8:58:14 AM,1/10/2026
1176,192.2,gf,4.29,mm,OK,--,8:58:14 AM,1/10/2026
1177,192.1,gf,4.29,mm,OK,--,8:58:14 AM,1/10/2026
1178,192,gf,4.29,mm,OK,--,8:58:14 AM,1/10/2026
1179,191.9,gf,4.29,mm,OK,--,8:58:14 AM,1/10/2026
1180,191.7,gf,4.29,mm,OK,--,8:58:14 AM,1/10/2026
1181,191.7,gf,4.29,mm,OK,--,8:58:14 AM,1/10/2026
1182,191.6,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1183,191.6,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1184,191.5,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1185,191.5,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1186,191.5,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1187,191.5,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1188,191.4,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1189,191.4,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1190,191.4,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1191,191.3,gf,4.29,mm,OK,--,8:58:15 AM,1/10/2026
1192,191.3,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1193,191.3,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1194,191.3,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1195,191.2,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1196,191.2,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1197,191.2,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1198,190.8,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1199,190.6,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1200,190.3,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1201,190.2,gf,4.29,mm,OK,--,8:58:16 AM,1/10/2026
1202,190,gf,4.29,mm,OK,--,8:58:17 AM,1/10/2026
1203,189.4,gf,4.29,mm,OK,--,8:58:17 AM,1/10/2026
1204,188.9,gf,4.285,mm,OK,--,8:58:17 AM,1/10/2026
1205,188.6,gf,4.285,mm,OK,--,8:58:17 AM,1/10/2026
1206,188.3,gf,4.285,mm,OK,--,8:58:17 AM,1/10/2026
1207,187.9,gf,4.285,mm,OK,--,8:58:17 AM,1/10/2026
1208,186.8,gf,4.285,mm,OK,--,8:58:17 AM,1/10/2026
1209,182.2,gf,4.28,mm,OK,--,8:58:17 AM,1/10/2026
1210,178.9,gf,4.28,mm,OK,--,8:58:17 AM,1/10/2026
1211,177.4,gf,4.275,mm,OK,--,8:58:17 AM,1/10/2026
1212,175,gf,4.275,mm,OK,--,8:58:18 AM,1/10/2026
1213,172.5,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1214,171.8,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1215,171.6,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1216,171.5,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1217,171.3,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1218,171,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1219,170.4,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1220,169.5,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1221,168.2,gf,4.27,mm,OK,--,8:58:18 AM,1/10/2026
1222,167,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1223,166.5,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1224,166.5,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1225,166.3,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1226,166.1,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1227,166,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1228,165.7,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1229,165.6,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1230,165.5,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1231,165.5,gf,4.265,mm,OK,--,8:58:19 AM,1/10/2026
1232,165.5,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1233,165.4,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1234,165.2,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1235,165,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1236,164.8,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1237,164.4,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1238,164.3,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1239,164.1,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1240,163.8,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1241,163.6,gf,4.265,mm,OK,--,8:58:20 AM,1/10/2026
1242,163.4,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1243,163.3,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1244,163.3,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1245,163.2,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1246,163.1,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1247,162.9,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1248,162.8,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1249,162.8,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1250,162.8,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1251,162.4,gf,4.265,mm,OK,--,8:58:21 AM,1/10/2026
1252,161.9,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1253,161.6,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1254,161.4,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1255,161.1,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1256,160.7,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1257,160.1,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1258,159.4,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1259,159,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1260,158.7,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1261,158.5,gf,4.26,mm,OK,--,8:58:22 AM,1/10/2026
1262,158.2,gf,4.26,mm,OK,--,8:58:23 AM,1/10/2026
1263,158,gf,4.26,mm,OK,--,8:58:23 AM,1/10/2026
1264,157.8,gf,4.26,mm,OK,--,8:58:23 AM,1/10/2026
1265,157.4,gf,4.26,mm,OK,--,8:58:23 AM,1/10/2026
1266,157,gf,4.26,mm,OK,--,8:58:23 AM,1/10/2026
1267,156.4,gf,4.255,mm,OK,--,8:58:23 AM,1/10/2026
1268,155.6,gf,4.255,mm,OK,--,8:58:23 AM,1/10/2026
1269,155,gf,4.255,mm,OK,--,8:58:23 AM,1/10/2026
1270,154.5,gf,4.255,mm,OK,--,8:58:23 AM,1/10/2026
1271,153.8,gf,4.255,mm,OK,--,8:58:23 AM,1/10/2026
1272,153.4,gf,4.255,mm,OK,--,8:58:24 AM,1/10/2026
1273,152.8,gf,4.255,mm,OK,--,8:58:24 AM,1/10/2026
1274,152.2,gf,4.255,mm,OK,--,8:58:24 AM,1/10/2026
1275,151.8,gf,4.255,mm,OK,--,8:58:24 AM,1/10/2026
1276,151.2,gf,4.25,mm,OK,--,8:58:24 AM,1/10/2026
1277,150.5,gf,4.25,mm,OK,--,8:58:24 AM,1/10/2026
1278,149.8,gf,4.25,mm,OK,--,8:58:24 AM,1/10/2026
1279,148.9,gf,4.25,mm,OK,--,8:58:24 AM,1/10/2026
1280,147.9,gf,4.25,mm,OK,--,8:58:24 AM,1/10/2026
1281,146.8,gf,4.25,mm,OK,--,8:58:24 AM,1/10/2026
1282,145.5,gf,4.245,mm,OK,--,8:58:25 AM,1/10/2026
1283,144.2,gf,4.245,mm,OK,--,8:58:25 AM,1/10/2026
1284,142.8,gf,4.245,mm,OK,--,8:58:25 AM,1/10/2026
1285,141.4,gf,4.245,mm,OK,--,8:58:25 AM,1/10/2026
1286,139.9,gf,4.24,mm,OK,--,8:58:25 AM,1/10/2026
1287,138.6,gf,4.24,mm,OK,--,8:58:25 AM,1/10/2026
1288,137.6,gf,4.24,mm,OK,--,8:58:25 AM,1/10/2026
1289,136.8,gf,4.24,mm,OK,--,8:58:25 AM,1/10/2026
1290,135.8,gf,4.24,mm,OK,--,8:58:25 AM,1/10/2026
1291,134.8,gf,4.235,mm,OK,--,8:58:25 AM,1/10/2026
1292,133.8,gf,4.235,mm,OK,--,8:58:26 AM,1/10/2026
1293,132.6,gf,4.235,mm,OK,--,8:58:26 AM,1/10/2026
1294,131.4,gf,4.235,mm,OK,--,8:58:26 AM,1/10/2026
1295,130.3,gf,4.23,mm,OK,--,8:58:26 AM,1/10/2026
1296,129.3,gf,4.23,mm,OK,--,8:58:26 AM,1/10/2026
1297,128.4,gf,4.23,mm,OK,--,8:58:26 AM,1/10/2026
1298,127.2,gf,4.23,mm,OK,--,8:58:26 AM,1/10/2026
1299,126.1,gf,4.23,mm,OK,--,8:58:26 AM,1/10/2026
1300,124.8,gf,4.225,mm,OK,--,8:58:26 AM,1/10/2026
1301,123.6,gf,4.225,mm,OK,--,8:58:26 AM,1/10/2026
1302,122.2,gf,4.225,mm,OK,--,8:58:27 AM,1/10/2026
1303,120.4,gf,4.22,mm,OK,--,8:58:27 AM,1/10/2026
1304,118.6,gf,4.22,mm,OK,--,8:58:27 AM,1/10/2026
1305,116.7,gf,4.22,mm,OK,--,8:58:27 AM,1/10/2026
1306,115.2,gf,4.215,mm,OK,--,8:58:27 AM,1/10/2026
1307,114.1,gf,4.215,mm,OK,--,8:58:27 AM,1/10/2026
1308,113.3,gf,4.215,mm,OK,--,8:58:27 AM,1/10/2026
1309,112.5,gf,4.215,mm,OK,--,8:58:27 AM,1/10/2026
1310,111.7,gf,4.215,mm,OK,--,8:58:27 AM,1/10/2026
1311,110.7,gf,4.21,mm,OK,--,8:58:27 AM,1/10/2026
1312,109.8,gf,4.21,mm,OK,--,8:58:28 AM,1/10/2026
1313,108.7,gf,4.21,mm,OK,--,8:58:28 AM,1/10/2026
1314,107.2,gf,4.21,mm,OK,--,8:58:28 AM,1/10/2026
1315,105.2,gf,4.205,mm,OK,--,8:58:28 AM,1/10/2026
1316,103.2,gf,4.205,mm,OK,--,8:58:28 AM,1/10/2026
1317,101.7,gf,4.2,mm,OK,--,8:58:28 AM,1/10/2026
1318,100.3,gf,4.2,mm,OK,--,8:58:28 AM,1/10/2026
1319,98.6,gf,4.2,mm,OK,--,8:58:28 AM,1/10/2026
1320,95.1,gf,4.195,mm,OK,--,8:58:28 AM,1/10/2026
1321,90.6,gf,4.19,mm,OK,--,8:58:28 AM,1/10/2026
1322,86.7,gf,4.185,mm,OK,--,8:58:29 AM,1/10/2026
1323,83.3,gf,4.185,mm,OK,--,8:58:29 AM,1/10/2026
1324,80.2,gf,4.18,mm,OK,--,8:58:29 AM,1/10/2026
1325,77.5,gf,4.18,mm,OK,--,8:58:29 AM,1/10/2026
1326,75.1,gf,4.175,mm,OK,--,8:58:29 AM,1/10/2026
1327,73.1,gf,4.175,mm,OK,--,8:58:29 AM,1/10/2026
1328,71,gf,4.17,mm,OK,--,8:58:29 AM,1/10/2026
1329,68.8,gf,4.17,mm,OK,--,8:58:29 AM,1/10/2026
1330,66.7,gf,4.165,mm,OK,--,8:58:29 AM,1/10/2026
1331,65.6,gf,4.16,mm,OK,--,8:58:29 AM,1/10/2026
1332,64.6,gf,4.16,mm,OK,--,8:58:30 AM,1/10/2026
1333,64,gf,4.155,mm,OK,--,8:58:30 AM,1/10/2026
1334,63.7,gf,4.15,mm,OK,--,8:58:30 AM,1/10/2026
1335,63.6,gf,4.145,mm,OK,--,8:58:30 AM,1/10/2026
1336,63.5,gf,4.14,mm,OK,--,8:58:30 AM,1/10/2026
1337,63.3,gf,4.135,mm,OK,--,8:58:30 AM,1/10/2026
1338,63.2,gf,4.125,mm,OK,--,8:58:30 AM,1/10/2026
1339,63.6,gf,4.115,mm,OK,--,8:58:30 AM,1/10/2026
1340,63.3,gf,4.105,mm,OK,--,8:58:30 AM,1/10/2026
1341,63.2,gf,4.1,mm,OK,--,8:58:30 AM,1/10/2026
1342,63,gf,4.09,mm,OK,--,8:58:31 AM,1/10/2026
1343,62.9,gf,4.085,mm,OK,--,8:58:31 AM,1/10/2026
1344,62.9,gf,4.08,mm,OK,--,8:58:31 AM,1/10/2026
1345,62.8,gf,4.075,mm,OK,--,8:58:31 AM,1/10/2026
1346,62.8,gf,4.065,mm,OK,--,8:58:31 AM,1/10/2026
1347,62.8,gf,4.06,mm,OK,--,8:58:31 AM,1/10/2026
1348,62.7,gf,4.055,mm,OK,--,8:58:31 AM,1/10/2026
1349,62.6,gf,4.05,mm,OK,--,8:58:31 AM,1/10/2026
1350,62.6,gf,4.045,mm,OK,--,8:58:31 AM,1/10/2026
1351,62.6,gf,4.035,mm,OK,--,8:58:31 AM,1/10/2026
1352,62.6,gf,4.03,mm,OK,--,8:58:32 AM,1/10/2026
1353,62.6,gf,4.025,mm,OK,--,8:58:32 AM,1/10/2026
1354,62.5,gf,4.02,mm,OK,--,8:58:32 AM,1/10/2026
1355,62.3,gf,4.02,mm,OK,--,8:58:32 AM,1/10/2026
1356,62.4,gf,4.015,mm,OK,--,8:58:32 AM,1/10/2026
1357,62.3,gf,4.01,mm,OK,--,8:58:32 AM,1/10/2026
1358,62.3,gf,4.01,mm,OK,--,8:58:32 AM,1/10/2026
1359,62.2,gf,4.005,mm,OK,--,8:58:32 AM,1/10/2026
1360,62.1,gf,4.005,mm,OK,--,8:58:32 AM,1/10/2026
1361,62,gf,4,mm,OK,--,8:58:32 AM,1/10/2026
1362,61.9,gf,3.995,mm,OK,--,8:58:33 AM,1/10/2026
1363,61.8,gf,3.99,mm,OK,--,8:58:33 AM,1/10/2026
1364,61.8,gf,3.985,mm,OK,--,8:58:33 AM,1/10/2026
1365,61.7,gf,3.98,mm,OK,--,8:58:33 AM,1/10/2026
1366,61.9,gf,3.975,mm,OK,--,8:58:33 AM,1/10/2026
1367,61.8,gf,3.97,mm,OK,--,8:58:33 AM,1/10/2026
1368,61.7,gf,3.965,mm,OK,--,8:58:33 AM,1/10/2026
1369,61.5,gf,3.96,mm,OK,--,8:58:33 AM,1/10/2026
1370,61.7,gf,3.955,mm,OK,--,8:58:33 AM,1/10/2026
1371,61.7,gf,3.95,mm,OK,--,8:58:33 AM,1/10/2026
1372,61.6,gf,3.95,mm,OK,--,8:58:34 AM,1/10/2026
1373,61.7,gf,3.945,mm,OK,--,8:58:34 AM,1/10/2026
1374,61.5,gf,3.94,mm,OK,--,8:58:34 AM,1/10/2026
1375,61.4,gf,3.935,mm,OK,--,8:58:34 AM,1/10/2026
1376,61.4,gf,3.935,mm,OK,--,8:58:34 AM,1/10/2026
1377,61.4,gf,3.93,mm,OK,--,8:58:34 AM,1/10/2026
1378,61.4,gf,3.93,mm,OK,--,8:58:34 AM,1/10/2026
1379,61.3,gf,3.925,mm,OK,--,8:58:34 AM,1/10/2026
1380,61.3,gf,3.92,mm,OK,--,8:58:34 AM,1/10/2026
1381,61.3,gf,3.92,mm,OK,--,8:58:34 AM,1/10/2026
1382,61.3,gf,3.915,mm,OK,--,8:58:35 AM,1/10/2026
1383,61.3,gf,3.915,mm,OK,--,8:58:35 AM,1/10/2026
1384,61.2,gf,3.91,mm,OK,--,8:58:35 AM,1/10/2026
1385,61.1,gf,3.905,mm,OK,--,8:58:35 AM,1/10/2026
1386,61.1,gf,3.9,mm,OK,--,8:58:35 AM,1/10/2026
1387,61.2,gf,3.895,mm,OK,--,8:58:35 AM,1/10/2026
1388,61.2,gf,3.895,mm,OK,--,8:58:35 AM,1/10/2026
1389,61.1,gf,3.89,mm,OK,--,8:58:35 AM,1/10/2026
1390,61.1,gf,3.885,mm,OK,--,8:58:35 AM,1/10/2026
1391,61.1,gf,3.885,mm,OK,--,8:58:35 AM,1/10/2026
1392,61,gf,3.88,mm,OK,--,8:58:36 AM,1/10/2026
1393,60.9,gf,3.875,mm,OK,--,8:58:36 AM,1/10/2026
1394,60.8,gf,3.87,mm,OK,--,8:58:36 AM,1/10/2026
1395,60.7,gf,3.87,mm,OK,--,8:58:36 AM,1/10/2026
1396,60.6,gf,3.865,mm,OK,--,8:58:36 AM,1/10/2026
1397,60.6,gf,3.86,mm,OK,--,8:58:36 AM,1/10/2026
1398,60.6,gf,3.855,mm,OK,--,8:58:36 AM,1/10/2026
1399,60.6,gf,3.85,mm,OK,--,8:58:36 AM,1/10/2026
1400,60.7,gf,3.845,mm,OK,--,8:58:36 AM,1/10/2026
1401,60.7,gf,3.84,mm,OK,--,8:58:36 AM,1/10/2026
1402,60.7,gf,3.84,mm,OK,--,8:58:37 AM,1/10/2026
1403,60.6,gf,3.835,mm,OK,--,8:58:37 AM,1/10/2026
1404,60.5,gf,3.835,mm,OK,--,8:58:37 AM,1/10/2026
1405,60.4,gf,3.83,mm,OK,--,8:58:37 AM,1/10/2026
1406,60.4,gf,3.83,mm,OK,--,8:58:37 AM,1/10/2026
1407,60.5,gf,3.825,mm,OK,--,8:58:37 AM,1/10/2026
1408,60.4,gf,3.825,mm,OK,--,8:58:37 AM,1/10/2026
1409,60.6,gf,3.82,mm,OK,--,8:58:37 AM,1/10/2026
1410,60.6,gf,3.82,mm,OK,--,8:58:37 AM,1/10/2026
1411,60.6,gf,3.815,mm,OK,--,8:58:37 AM,1/10/2026
1412,60.5,gf,3.815,mm,OK,--,8:58:38 AM,1/10/2026
1413,60.5,gf,3.81,mm,OK,--,8:58:38 AM,1/10/2026
1414,60.5,gf,3.81,mm,OK,--,8:58:38 AM,1/10/2026
1415,60.5,gf,3.805,mm,OK,--,8:58:38 AM,1/10/2026
1416,60.5,gf,3.805,mm,OK,--,8:58:38 AM,1/10/2026
1417,60.4,gf,3.8,mm,OK,--,8:58:38 AM,1/10/2026
1418,60.3,gf,3.8,mm,OK,--,8:58:38 AM,1/10/2026
1419,60.3,gf,3.795,mm,OK,--,8:58:38 AM,1/10/2026
1420,60.3,gf,3.795,mm,OK,--,8:58:38 AM,1/10/2026
1421,60.5,gf,3.79,mm,OK,--,8:58:38 AM,1/10/2026
1422,60.4,gf,3.785,mm,OK,--,8:58:39 AM,1/10/2026
1423,60.3,gf,3.78,mm,OK,--,8:58:39 AM,1/10/2026
1424,60.3,gf,3.78,mm,OK,--,8:58:39 AM,1/10/2026
1425,60.3,gf,3.775,mm,OK,--,8:58:39 AM,1/10/2026
1426,60.3,gf,3.775,mm,OK,--,8:58:39 AM,1/10/2026
1427,60.2,gf,3.77,mm,OK,--,8:58:39 AM,1/10/2026
1428,60.2,gf,3.77,mm,OK,--,8:58:39 AM,1/10/2026
1429,60.1,gf,3.765,mm,OK,--,8:58:39 AM,1/10/2026
1430,60.1,gf,3.765,mm,OK,--,8:58:39 AM,1/10/2026
1431,60.1,gf,3.765,mm,OK,--,8:58:39 AM,1/10/2026
1432,60.1,gf,3.76,mm,OK,--,8:58:40 AM,1/10/2026
1433,60.1,gf,3.755,mm,OK,--,8:58:40 AM,1/10/2026
1434,60.1,gf,3.755,mm,OK,--,8:58:40 AM,1/10/2026
1435,60.1,gf,3.75,mm,OK,--,8:58:40 AM,1/10/2026
1436,60,gf,3.745,mm,OK,--,8:58:40 AM,1/10/2026
1437,59.9,gf,3.74,mm,OK,--,8:58:40 AM,1/10/2026
1438,59.9,gf,3.735,mm,OK,--,8:58:40 AM,1/10/2026
1439,59.9,gf,3.73,mm,OK,--,8:58:40 AM,1/10/2026
1440,59.9,gf,3.725,mm,OK,--,8:58:40 AM,1/10/2026
1441,59.9,gf,3.72,mm,OK,--,8:58:40 AM,1/10/2026
1442,59.8,gf,3.715,mm,OK,--,8:58:41 AM,1/10/2026
1443,59.9,gf,3.71,mm,OK,--,8:58:41 AM,1/10/2026
1444,59.9,gf,3.705,mm,OK,--,8:58:41 AM,1/10/2026
1445,60.2,gf,3.7,mm,OK,--,8:58:41 AM,1/10/2026
1446,60.2,gf,3.695,mm,OK,--,8:58:41 AM,1/10/2026
1447,60,gf,3.69,mm,OK,--,8:58:41 AM,1/10/2026
1448,60,gf,3.685,mm,OK,--,8:58:41 AM,1/10/2026
1449,59.9,gf,3.685,mm,OK,--,8:58:41 AM,1/10/2026
1450,60,gf,3.68,mm,OK,--,8:58:41 AM,1/10/2026
1451,59.9,gf,3.675,mm,OK,--,8:58:41 AM,1/10/2026
1452,59.8,gf,3.67,mm,OK,--,8:58:42 AM,1/10/2026
1453,59.7,gf,3.665,mm,OK,--,8:58:42 AM,1/10/2026
1454,59.7,gf,3.66,mm,OK,--,8:58:42 AM,1/10/2026
1455,59.6,gf,3.655,mm,OK,--,8:58:42 AM,1/10/2026
1456,59.5,gf,3.65,mm,OK,--,8:58:42 AM,1/10/2026
1457,59.5,gf,3.65,mm,OK,--,8:58:42 AM,1/10/2026
1458,59.5,gf,3.645,mm,OK,--,8:58:42 AM,1/10/2026
1459,59.3,gf,3.64,mm,OK,--,8:58:42 AM,1/10/2026
1460,59.3,gf,3.64,mm,OK,--,8:58:42 AM,1/10/2026
1461,59.3,gf,3.635,mm,OK,--,8:58:42 AM,1/10/2026
1462,59.2,gf,3.63,mm,OK,--,8:58:43 AM,1/10/2026
1463,59.2,gf,3.625,mm,OK,--,8:58:43 AM,1/10/2026
1464,59.2,gf,3.62,mm,OK,--,8:58:43 AM,1/10/2026
1465,59.1,gf,3.615,mm,OK,--,8:58:43 AM,1/10/2026
1466,59.1,gf,3.615,mm,OK,--,8:58:43 AM,1/10/2026
1467,59.1,gf,3.61,mm,OK,--,8:58:43 AM,1/10/2026
1468,59.1,gf,3.61,mm,OK,--,8:58:43 AM,1/10/2026
1469,59.1,gf,3.605,mm,OK,--,8:58:43 AM,1/10/2026
1470,59,gf,3.6,mm,OK,--,8:58:43 AM,1/10/2026
1471,58.9,gf,3.595,mm,OK,--,8:58:43 AM,1/10/2026
1472,59,gf,3.59,mm,OK,--,8:58:44 AM,1/10/2026
1473,59,gf,3.585,mm,OK,--,8:58:44 AM,1/10/2026
1474,58.8,gf,3.58,mm,OK,--,8:58:44 AM,1/10/2026
1475,58.8,gf,3.575,mm,OK,--,8:58:44 AM,1/10/2026
1476,58.8,gf,3.57,mm,OK,--,8:58:44 AM,1/10/2026
1477,58.7,gf,3.565,mm,OK,--,8:58:44 AM,1/10/2026
1478,58.6,gf,3.555,mm,OK,--,8:58:44 AM,1/10/2026
1479,58.6,gf,3.55,mm,OK,--,8:58:44 AM,1/10/2026
1480,58.5,gf,3.54,mm,OK,--,8:58:44 AM,1/10/2026
