Maximum,189.7,@,No.1241,,,,,,
Minimum,-0.9,@,No.2375,,,,,,
Average,51.49,,,,,,,,
Data Quantity,2390,,,,,,,,
Number of NG,0,,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date,
180,32.8,gf,0.470,mm,OK,--,7:02:50 PM,3/11/2026,
181,32.8,gf,0.475,mm,OK,--,7:02:50 PM,3/11/2026,
182,32.9,gf,0.475,mm,OK,--,7:02:50 PM,3/11/2026,
183,32.8,gf,0.480,mm,OK,--,7:02:50 PM,3/11/2026,
184,32.8,gf,0.480,mm,OK,--,7:02:50 PM,3/11/2026,
185,32.8,gf,0.485,mm,OK,--,7:02:50 PM,3/11/2026,
186,32.9,gf,0.485,mm,OK,--,7:02:51 PM,3/11/2026,
187,32.9,gf,0.490,mm,OK,--,7:02:51 PM,3/11/2026,
188,32.9,gf,0.490,mm,OK,--,7:02:51 PM,3/11/2026,
189,33.0,gf,0.495,mm,OK,--,7:02:51 PM,3/11/2026,
190,33.1,gf,0.500,mm,OK,--,7:02:51 PM,3/11/2026,
191,33.1,gf,0.505,mm,OK,--,7:02:51 PM,3/11/2026,
192,33.1,gf,0.510,mm,OK,--,7:02:51 PM,3/11/2026,
193,33.1,gf,0.515,mm,OK,--,7:02:51 PM,3/11/2026,
194,33.1,gf,0.525,mm,OK,--,7:02:51 PM,3/11/2026,
195,33.1,gf,0.530,mm,OK,--,7:02:51 PM,3/11/2026,
196,33.0,gf,0.535,mm,OK,--,7:02:52 PM,3/11/2026,
197,33.1,gf,0.540,mm,OK,--,7:02:52 PM,3/11/2026,
198,33.1,gf,0.545,mm,OK,--,7:02:52 PM,3/11/2026,
199,33.0,gf,0.550,mm,OK,--,7:02:52 PM,3/11/2026,
200,32.8,gf,0.550,mm,OK,--,7:02:52 PM,3/11/2026,
201,33.0,gf,0.555,mm,OK,--,7:02:52 PM,3/11/2026,
202,33.2,gf,0.555,mm,OK,--,7:02:52 PM,3/11/2026,
203,33.2,gf,0.560,mm,OK,--,7:02:52 PM,3/11/2026,
204,33.2,gf,0.560,mm,OK,--,7:02:52 PM,3/11/2026,
205,33.3,gf,0.565,mm,OK,--,7:02:52 PM,3/11/2026,
206,33.2,gf,0.570,mm,OK,--,7:02:53 PM,3/11/2026,
207,33.2,gf,0.570,mm,OK,--,7:02:53 PM,3/11/2026,
208,33.2,gf,0.575,mm,OK,--,7:02:53 PM,3/11/2026,
209,33.2,gf,0.575,mm,OK,--,7:02:53 PM,3/11/2026,
210,33.1,gf,0.575,mm,OK,--,7:02:53 PM,3/11/2026,
211,33.3,gf,0.580,mm,OK,--,7:02:53 PM,3/11/2026,
212,33.3,gf,0.585,mm,OK,--,7:02:53 PM,3/11/2026,
213,33.2,gf,0.585,mm,OK,--,7:02:53 PM,3/11/2026,
214,33.3,gf,0.590,mm,OK,--,7:02:53 PM,3/11/2026,
215,33.1,gf,0.595,mm,OK,--,7:02:53 PM,3/11/2026,
216,33.1,gf,0.595,mm,OK,--,7:02:54 PM,3/11/2026,
217,33.2,gf,0.600,mm,OK,--,7:02:54 PM,3/11/2026,
218,33.1,gf,0.605,mm,OK,--,7:02:54 PM,3/11/2026,
219,33.2,gf,0.605,mm,OK,--,7:02:54 PM,3/11/2026,
220,33.2,gf,0.610,mm,OK,--,7:02:54 PM,3/11/2026,
221,33.2,gf,0.615,mm,OK,--,7:02:54 PM,3/11/2026,
222,33.3,gf,0.615,mm,OK,--,7:02:54 PM,3/11/2026,
223,33.3,gf,0.620,mm,OK,--,7:02:54 PM,3/11/2026,
224,33.3,gf,0.620,mm,OK,--,7:02:54 PM,3/11/2026,
